geoid,geoName,totalPop,medianAge,medianIncome
31005,"Arthur County, Nebraska",485,44.1,66667
31007,"Banner County, Nebraska",670,54.1,62375
31009,"Blaine County, Nebraska",384,57.7,52083
31011,"Boone County, Nebraska",5397,43.6,66800
31013,"Box Butte County, Nebraska",10778,40.9,67893
31015,"Boyd County, Nebraska",1767,55.6,57120
31017,"Brown County, Nebraska",2691,46.9,44267
31019,"Buffalo County, Nebraska",50103,34.2,70093
31021,"Burt County, Nebraska",6717,44.9,54950
31023,"Butler County, Nebraska",8373,43,75690
31025,"Cass County, Nebraska",26749,40.8,87673
31027,"Cedar County, Nebraska",8375,41.7,72035
31029,"Chase County, Nebraska",3704,43.2,57313
31031,"Cherry County, Nebraska",5473,41.5,62373
31033,"Cheyenne County, Nebraska",9489,41.4,54038
31035,"Clay County, Nebraska",6088,39.5,73933
31037,"Colfax County, Nebraska",10563,36.4,71205
31039,"Cuming County, Nebraska",9000,41.8,68917
31041,"Custer County, Nebraska",10566,42.1,62288
31043,"Dakota County, Nebraska",21308,31.7,66112
31045,"Dawes County, Nebraska",8279,35.3,53760
31047,"Dawson County, Nebraska",24037,35.9,67462
31049,"Deuel County, Nebraska",1858,51,58875
31051,"Dixon County, Nebraska",5579,41.4,60568
31053,"Dodge County, Nebraska",37175,39.4,66793
31055,"Douglas County, Nebraska",582638,35.3,76083
31057,"Dundy County, Nebraska",1825,42.4,58977
31059,"Fillmore County, Nebraska",5557,46.4,72335
31061,"Franklin County, Nebraska",2901,49.8,55625
31063,"Frontier County, Nebraska",2491,43.3,62928
31065,"Furnas County, Nebraska",4630,47,58895
31067,"Gage County, Nebraska",21654,42.9,60035
31069,"Garden County, Nebraska",1778,47.3,47139
31071,"Garfield County, Nebraska",1833,46.5,64957
31073,"Gosper County, Nebraska",1873,48.9,76583
31075,"Grant County, Nebraska",649,40.2,65139
31077,"Greeley County, Nebraska",2212,43.6,52813
31079,"Hall County, Nebraska",62575,36,63553
31081,"Hamilton County, Nebraska",9400,41.3,73254
31083,"Harlan County, Nebraska",3094,47.5,64583
31085,"Hayes County, Nebraska",919,48.9,59405
31087,"Hitchcock County, Nebraska",2620,43.3,49456
31089,"Holt County, Nebraska",10149,42.3,66325
31091,"Hooker County, Nebraska",659,40.9,43333
31093,"Howard County, Nebraska",6476,42.6,70766
31095,"Jefferson County, Nebraska",7185,45.8,54494
31097,"Johnson County, Nebraska",5294,40.3,64352
31099,"Kearney County, Nebraska",6655,38.3,74276
31101,"Keith County, Nebraska",8303,49.1,59511
31103,"Keya Paha County, Nebraska",987,46.4,63977
31105,"Kimball County, Nebraska",3395,47.8,53151
31107,"Knox County, Nebraska",8415,43.9,61250
31109,"Lancaster County, Nebraska",322063,34.1,70387
31111,"Lincoln County, Nebraska",34532,42.2,63019
31113,"Logan County, Nebraska",839,44.8,69250
31115,"Loup County, Nebraska",629,43.4,50000
31117,"McPherson County, Nebraska",456,56.3,58250
31119,"Madison County, Nebraska",35538,36.8,61139
31121,"Merrick County, Nebraska",7675,43,57873
31123,"Morrill County, Nebraska",4562,40.3,57325
31125,"Nance County, Nebraska",3366,44,60054
31127,"Nemaha County, Nebraska",7019,38.6,57196
31129,"Nuckolls County, Nebraska",4092,49.4,66000
31131,"Otoe County, Nebraska",15995,42,73031
31133,"Pawnee County, Nebraska",2553,47.3,55833
31135,"Perkins County, Nebraska",2860,41.5,61786
31137,"Phelps County, Nebraska",8966,40.4,65114
31139,"Pierce County, Nebraska",7301,40.2,65603
31141,"Platte County, Nebraska",34219,38.3,69943
31143,"Polk County, Nebraska",5182,43.4,67695
31145,"Red Willow County, Nebraska",10690,41.5,58344
31147,"Richardson County, Nebraska",7850,47.1,50321
31149,"Rock County, Nebraska",1312,43.5,57566
31151,"Saline County, Nebraska",14275,38.6,71104
31153,"Sarpy County, Nebraska",191272,35.3,95911
31155,"Saunders County, Nebraska",22374,40.4,84474
31157,"Scotts Bluff County, Nebraska",36048,39.2,60137
31159,"Seward County, Nebraska",17644,37.5,79677
31161,"Sheridan County, Nebraska",5102,45.8,53609
31163,"Sherman County, Nebraska",2970,49.1,60194
31165,"Sioux County, Nebraska",1162,41.3,50833
31167,"Stanton County, Nebraska",5828,41.4,76035
31169,"Thayer County, Nebraska",5006,45.9,60305
31171,"Thomas County, Nebraska",592,46.7,70069
31173,"Thurston County, Nebraska",6716,28.1,63459
31175,"Valley County, Nebraska",4053,46.3,62321
31177,"Washington County, Nebraska",20884,41.6,89671
31179,"Wayne County, Nebraska",9701,31.8,64951
31181,"Webster County, Nebraska",3410,44.6,62571
31183,"Wheeler County, Nebraska",771,57.8,59167
31185,"York County, Nebraska",14212,39.5,72914
32001,"Churchill County, Nevada",25409,39.7,69922
32003,"Clark County, Nevada",2265926,37.8,69911
32005,"Douglas County, Nevada",49476,53.5,84262
32007,"Elko County, Nevada",53600,34.9,87755
32009,"Esmeralda County, Nevada",980,55,40694
32011,"Eureka County, Nevada",1622,48.4,73929
32013,"Humboldt County, Nevada",17266,37,75574
32015,"Lander County, Nevada",5728,40,92388
32017,"Lincoln County, Nevada",4507,40.6,67412
32019,"Lyon County, Nevada",59435,43.2,70026
32021,"Mineral County, Nevada",4568,39.8,46625
32023,"Nye County, Nevada",51698,52.9,53602
32027,"Pershing County, Nevada",6587,40.4,66304
32029,"Storey County, Nevada",4095,55.7,86932
32031,"Washoe County, Nevada",486674,38.6,81531
32033,"White Pine County, Nevada",8997,41.4,71297
32510,"Carson City, Nevada",58249,42.1,67465
33001,"Belknap County, New Hampshire",63914,47.8,80719
33003,"Carroll County, New Hampshire",50679,53.8,77049
33005,"Cheshire County, New Hampshire",76610,43.5,76551
33007,"Coos County, New Hampshire",31430,49.7,55247
33009,"Grafton County, New Hampshire",90836,44.1,79949
33011,"Hillsborough County, New Hampshire",422733,40.9,95112
33013,"Merrimack County, New Hampshire",153918,42.8,88806
33015,"Rockingham County, New Hampshire",315169,44.7,110225
33017,"Strafford County, New Hampshire",130965,37.7,83212
33019,"Sullivan County, New Hampshire",43356,47,70788
34001,"Atlantic County, New Jersey",274339,42,73113
34003,"Bergen County, New Jersey",953243,42,118714
34005,"Burlington County, New Jersey",461853,41.7,102615
34007,"Camden County, New Jersey",522581,38.7,82005
34009,"Cape May County, New Jersey",95456,50.9,83870
34011,"Cumberland County, New Jersey",153588,37.9,62310
34013,"Essex County, New Jersey",853374,37.6,73785
34015,"Gloucester County, New Jersey",302621,40.2,99668
34017,"Hudson County, New Jersey",712029,35.6,86854
34019,"Hunterdon County, New Jersey",129099,46.4,133534
34021,"Mercer County, New Jersey",383732,39.3,92697
34023,"Middlesex County, New Jersey",860147,39.1,105206
34025,"Monmouth County, New Jersey",643064,43.3,118527
34027,"Morris County, New Jersey",508816,42.7,130808
34029,"Ocean County, New Jersey",638691,41.8,82379
34031,"Passaic County, New Jersey",519986,37.8,84465
34033,"Salem County, New Jersey",64840,41.8,73378
34035,"Somerset County, New Jersey",344978,42,131948
34037,"Sussex County, New Jersey",144808,44.5,111094
34039,"Union County, New Jersey",572079,39,95000
34041,"Warren County, New Jersey",109739,44,92620
35001,"Bernalillo County, New Mexico",674692,38.6,62220
35003,"Catron County, New Mexico",3635,59.5,44777
35005,"Chaves County, New Mexico",64701,36.2,49673
35006,"Cibola County, New Mexico",27211,38,49866
35007,"Colfax County, New Mexico",12370,49.2,46286
35009,"Curry County, New Mexico",48327,31.7,55427
35011,"De Baca County, New Mexico",1695,28.5,34702
35013,"Doña Ana County, New Mexico",219870,33.2,51232
35015,"Eddy County, New Mexico",61264,35.7,77458
35017,"Grant County, New Mexico",28006,48.1,44895
35019,"Guadalupe County, New Mexico",4413,43,38713
35021,"Harding County, New Mexico",671,42.2,39489
35023,"Hidalgo County, New Mexico",4160,42.1,53651
35025,"Lea County, New Mexico",73103,32.2,65855
35027,"Lincoln County, New Mexico",20222,51.7,47919
35028,"Los Alamos County, New Mexico",19253,41.2,135801
35029,"Luna County, New Mexico",25393,36.5,38241
35031,"McKinley County, New Mexico",72073,33.6,44029
35033,"Mora County, New Mexico",4208,59.4,40231
35035,"Otero County, New Mexico",67850,35.9,50833
35037,"Quay County, New Mexico",8641,46.6,38998
35039,"Rio Arriba County, New Mexico",40285,41.7,52031
35041,"Roosevelt County, New Mexico",19142,31.3,52644
35043,"Sandoval County, New Mexico",149460,40.8,76424
35045,"San Juan County, New Mexico",121798,36.8,50734
35047,"San Miguel County, New Mexico",27215,45,43490
35049,"Santa Fe County, New Mexico",154481,47.7,70522
35051,"Sierra County, New Mexico",11506,55.4,35256
35053,"Socorro County, New Mexico",16453,39.6,40699
35055,"Taos County, New Mexico",34475,49.8,55145
35057,"Torrance County, New Mexico",15203,43,50727
35059,"Union County, New Mexico",4074,39.4,41714
35061,"Valencia County, New Mexico",76613,38.8,56246
36001,"Albany County, New York",315041,38.1,78829
36003,"Allegany County, New York",47222,38.9,58725
36005,"Bronx County, New York",1443229,35,47036
36007,"Broome County, New York",198365,39.7,58317
36009,"Cattaraugus County, New York",77000,42.5,56889
36011,"Cayuga County, New York",76171,43.4,63227
36013,"Chautauqua County, New York",127440,42.8,54625
36015,"Chemung County, New York",83584,41.7,61358
36017,"Chenango County, New York",47096,44.9,61741
36019,"Clinton County, New York",79839,40.9,67097
36021,"Columbia County, New York",61469,49.3,81741
36023,"Cortland County, New York",46755,36.3,65029
36025,"Delaware County, New York",44637,48.9,58338
36027,"Dutchess County, New York",296467,42.9,94578
36029,"Erie County, New York",951232,40.1,68014
36031,"Essex County, New York",37314,49.2,68090
36033,"Franklin County, New York",47459,41.9,60270
36035,"Fulton County, New York",53280,44.2,60557
36037,"Genesee County, New York",58204,42.7,68178
36039,"Greene County, New York",48067,47,70294
36041,"Hamilton County, New York",5090,56.4,66891
36043,"Herkimer County, New York",60293,44.3,68104
36045,"Jefferson County, New York",117445,32.8,62782
36047,"Kings County, New York",2679620,35.9,74692
36049,"Lewis County, New York",26690,42,64401
36051,"Livingston County, New York",61980,41.7,70443
36053,"Madison County, New York",68020,42.5,68869
36055,"Monroe County, New York",756406,39.3,71450
36057,"Montgomery County, New York",49624,40.6,58033
36059,"Nassau County, New York",1389160,41.7,137709
36061,"New York County, New York",1645867,38.5,99880
36063,"Niagara County, New York",212230,43.1,65882
36065,"Oneida County, New York",231055,40.9,66402
36067,"Onondaga County, New York",472637,39.4,71479
36069,"Ontario County, New York",112288,43.8,76603
36071,"Orange County, New York",401237,36.8,91806
36073,"Orleans County, New York",40148,43.2,61069
36075,"Oswego County, New York",118037,40.3,65054
36077,"Otsego County, New York",59678,40.8,65778
36079,"Putnam County, New York",97942,44.1,120970
36081,"Queens County, New York",2360826,39.9,82431
36083,"Rensselaer County, New York",160943,40,83734
36085,"Richmond County, New York",492925,40.3,96185
36087,"Rockland County, New York",337326,35.3,106173
36089,"St. Lawrence County, New York",108670,38.8,58339
36091,"Saratoga County, New York",236328,43.3,97038
36093,"Schenectady County, New York",159447,39.7,75056
36095,"Schoharie County, New York",29970,45.7,71479
36097,"Schuyler County, New York",17855,47.3,61316
36099,"Seneca County, New York",33651,43,64050
36101,"Steuben County, New York",93584,42.8,62506
36103,"Suffolk County, New York",1524486,41.7,122498
36105,"Sullivan County, New York",78725,41.9,67841
36107,"Tioga County, New York",48344,44.7,70427
36109,"Tompkins County, New York",102555,32.6,69995
36111,"Ulster County, New York",182153,44.2,77197
36113,"Warren County, New York",65684,46.7,74531
36115,"Washington County, New York",61310,44.6,68703
36117,"Wayne County, New York",91324,43.6,71007
36119,"Westchester County, New York",997904,41.3,114651
36121,"Wyoming County, New York",40338,42.9,65066
36123,"Yates County, New York",24713,41.7,63974
37001,"Alamance County, North Carolina",171779,39.1,60866
37003,"Alexander County, North Carolina",36505,43.9,62764
37005,"Alleghany County, North Carolina",10989,50.6,42115
37007,"Anson County, North Carolina",22200,41.1,42000
37009,"Ashe County, North Carolina",26759,49.6,49176
37011,"Avery County, North Carolina",17679,46.5,53513
37013,"Beaufort County, North Carolina",44711,46.9,56081
37015,"Bertie County, North Carolina",17818,45.9,41652
37017,"Bladen County, North Carolina",29807,45,40476
37019,"Brunswick County, North Carolina",139721,55.7,71193
37021,"Buncombe County, North Carolina",269449,42.3,66531
37023,"Burke County, North Carolina",87799,45.1,53732
37025,"Cabarrus County, North Carolina",226396,37.6,83828
37027,"Caldwell County, North Carolina",80716,45.1,52362
37029,"Camden County, North Carolina",10547,41.1,79120
37031,"Carteret County, North Carolina",68353,49.9,66965
37033,"Caswell County, North Carolina",22747,46.4,56999
37035,"Catawba County, North Carolina",161011,41.5,62070
37037,"Chatham County, North Carolina",76754,47.6,84222
37039,"Cherokee County, North Carolina",28868,52.9,49254
37041,"Chowan County, North Carolina",13835,48.7,51188
37043,"Clay County, North Carolina",11186,54.1,57065
37045,"Cleveland County, North Carolina",99527,41.4,50723
37047,"Columbus County, North Carolina",50827,41.8,43206
37049,"Craven County, North Carolina",101098,38.5,61676
37051,"Cumberland County, North Carolina",335207,31.7,55551
37053,"Currituck County, North Carolina",28616,42.5,82793
37055,"Dare County, North Carolina",37160,48.1,79742
37057,"Davidson County, North Carolina",169498,42.6,58473
37059,"Davie County, North Carolina",43030,45.2,69105
37061,"Duplin County, North Carolina",49312,40.6,49376
37063,"Durham County, North Carolina",325101,35.8,74927
37065,"Edgecombe County, North Carolina",49067,41.6,46370
37067,"Forsyth County, North Carolina",383739,38.4,61229
37069,"Franklin County, North Carolina",69680,41,70493
37071,"Gaston County, North Carolina",228972,39.9,62628
37073,"Gates County, North Carolina",10509,47.3,55750
37075,"Graham County, North Carolina",8047,45.3,46010
37077,"Granville County, North Carolina",61161,42.5,68079
37079,"Greene County, North Carolina",20407,40,50320
37081,"Guilford County, North Carolina",539557,37.2,62880
37083,"Halifax County, North Carolina",48772,43.6,41629
37085,"Harnett County, North Carolina",134718,35.2,64992
37087,"Haywood County, North Carolina",62152,47.7,56596
37089,"Henderson County, North Carolina",116469,47.7,65508
37091,"Hertford County, North Carolina",21633,41.7,46196
37093,"Hoke County, North Carolina",52612,33.5,57141
37095,"Hyde County, North Carolina",4636,46.8,43724
37097,"Iredell County, North Carolina",187839,40.8,73103
37099,"Jackson County, North Carolina",42388,39.2,51482
37101,"Johnston County, North Carolina",219042,38.4,75288
37103,"Jones County, North Carolina",9263,47.9,53053
37105,"Lee County, North Carolina",63560,39.6,60941
37107,"Lenoir County, North Carolina",55071,42.7,43063
37109,"Lincoln County, North Carolina",87933,44.3,75672
37111,"McDowell County, North Carolina",44629,44.3,53532
37113,"Macon County, North Carolina",37088,50.6,51042
37115,"Madison County, North Carolina",21414,44.6,56664
37117,"Martin County, North Carolina",21992,46.7,44799
37119,"Mecklenburg County, North Carolina",1115403,35.4,79265
37121,"Mitchell County, North Carolina",14989,47.4,55534
37123,"Montgomery County, North Carolina",25839,43.7,55523
37125,"Moore County, North Carolina",100759,43,77981
37127,"Nash County, North Carolina",95015,41.7,56770
37129,"New Hanover County, North Carolina",228134,40.2,67515
37131,"Northampton County, North Carolina",17528,51.3,45698
37133,"Onslow County, North Carolina",203686,26.9,59976
37135,"Orange County, North Carolina",145919,36.2,85785
37137,"Pamlico County, North Carolina",12317,54.2,55867
37139,"Pasquotank County, North Carolina",40454,39,61411
37141,"Pender County, North Carolina",61592,42.6,74538
37143,"Perquimans County, North Carolina",13053,49.8,59401
37145,"Person County, North Carolina",39131,43.7,60688
37147,"Pitt County, North Carolina",171196,33.2,54915
37149,"Polk County, North Carolina",19538,54.2,60465
37151,"Randolph County, North Carolina",144403,41.4,56423
37153,"Richmond County, North Carolina",43149,40.1,42354
37155,"Robeson County, North Carolina",117573,36.8,39393
37157,"Rockingham County, North Carolina",91209,45.1,50737
37159,"Rowan County, North Carolina",147067,40.7,59717
37161,"Rutherford County, North Carolina",64680,44.9,50512
37163,"Sampson County, North Carolina",59317,39.6,49963
37165,"Scotland County, North Carolina",34222,39,41948
37167,"Stanly County, North Carolina",62723,41.4,60634
37169,"Stokes County, North Carolina",44696,47.4,57539
37171,"Surry County, North Carolina",71429,43.8,52743
37173,"Swain County, North Carolina",14130,41.6,52818
37175,"Transylvania County, North Carolina",33131,52.4,62056
37177,"Tyrrell County, North Carolina",3389,45.3,55341
37179,"Union County, North Carolina",240109,38.9,95533
37181,"Vance County, North Carolina",42492,40.7,48340
37183,"Wake County, North Carolina",1132103,37,96734
37185,"Warren County, North Carolina",18803,48.6,42282
37187,"Washington County, North Carolina",11051,48,38927
37189,"Watauga County, North Carolina",54540,32.1,50034
37191,"Wayne County, North Carolina",117480,37.5,54323
37193,"Wilkes County, North Carolina",66125,45.3,49119
37195,"Wilson County, North Carolina",78667,40.9,49827
37197,"Yadkin County, North Carolina",37280,44.5,57486
37199,"Yancey County, North Carolina",18538,48,53103
38001,"Adams County, North Dakota",2190,46.9,57950
38003,"Barnes County, North Dakota",10826,43.6,64447
38005,"Benson County, North Dakota",5960,31,63220
38007,"Billings County, North Dakota",839,40.6,74000
38009,"Bottineau County, North Dakota",6411,44.3,80113
38011,"Bowman County, North Dakota",2975,41.6,79709
38013,"Burke County, North Dakota",2184,44.8,94583
38015,"Burleigh County, North Dakota",98443,37.7,82141
38017,"Cass County, North Dakota",186328,32.7,73249
38019,"Cavalier County, North Dakota",3691,47.8,61174
38021,"Dickey County, North Dakota",5003,38.1,60250
38023,"Divide County, North Dakota",2195,44,95938
38025,"Dunn County, North Dakota",4049,42.7,91758
38027,"Eddy County, North Dakota",2345,46.4,50375
38029,"Emmons County, North Dakota",3297,50.5,63750
38031,"Foster County, North Dakota",3388,45.1,78426
38033,"Golden Valley County, North Dakota",1734,45.7,84750
38035,"Grand Forks County, North Dakota",72927,30.3,64698
38037,"Grant County, North Dakota",2320,49.4,57069
38039,"Griggs County, North Dakota",2309,51.9,66688
38041,"Hettinger County, North Dakota",2477,41.3,66797
38043,"Kidder County, North Dakota",2391,48.4,57240
38045,"LaMoure County, North Dakota",4135,45.8,70227
38047,"Logan County, North Dakota",1849,49.2,59750
38049,"McHenry County, North Dakota",5326,43,78071
38051,"McIntosh County, North Dakota",2529,53.6,64375
38053,"McKenzie County, North Dakota",14081,30.5,83813
38055,"McLean County, North Dakota",9781,46.3,80556
38057,"Mercer County, North Dakota",8366,44,82155
38059,"Morton County, North Dakota",33192,36.7,79555
38061,"Mountrail County, North Dakota",9648,34.7,81886
38063,"Nelson County, North Dakota",3025,50,62219
38065,"Oliver County, North Dakota",1832,48.1,69722
38067,"Pembina County, North Dakota",6853,45.6,64243
38069,"Pierce County, North Dakota",3999,44.6,59583
38071,"Ramsey County, North Dakota",11613,40,61490
38073,"Ransom County, North Dakota",5663,42.7,71462
38075,"Renville County, North Dakota",2282,38.2,77067
38077,"Richland County, North Dakota",16548,37.3,67089
38079,"Rolette County, North Dakota",12292,31.1,53806
38081,"Sargent County, North Dakota",3828,44.2,75648
38083,"Sheridan County, North Dakota",1338,52.3,68684
38085,"Sioux County, North Dakota",3896,27.1,41201
38087,"Slope County, North Dakota",837,54.1,70625
38089,"Stark County, North Dakota",32989,34.3,78734
38091,"Steele County, North Dakota",1774,45.3,85750
38093,"Stutsman County, North Dakota",21609,40.3,59167
38095,"Towner County, North Dakota",2152,49.1,61250
38097,"Traill County, North Dakota",8004,40.6,81157
38099,"Walsh County, North Dakota",10553,44.6,68082
38101,"Ward County, North Dakota",69532,33,78143
38103,"Wells County, North Dakota",3990,49.7,59732
38105,"Williams County, North Dakota",39076,31.9,86139
39001,"Adams County, Ohio",27509,42.2,46234
39003,"Allen County, Ohio",102087,39.8,58976
39005,"Ashland County, Ohio",52522,41.5,62254
39007,"Ashtabula County, Ohio",97666,42.6,53663
39009,"Athens County, Ohio",61276,32.2,48750
39011,"Auglaize County, Ohio",46263,40.7,75231
39013,"Belmont County, Ohio",66554,44.1,56943
39015,"Brown County, Ohio",43715,41.9,66677
39017,"Butler County, Ohio",388327,37.2,77062
39019,"Carroll County, Ohio",26761,45.9,59872
39021,"Champaign County, Ohio",38715,41.7,70486
39023,"Clark County, Ohio",135877,41.4,58954
39025,"Clermont County, Ohio",208851,40.5,79573
39027,"Clinton County, Ohio",42077,40.5,64210
39029,"Columbiana County, Ohio",101723,44.5,55473
39031,"Coshocton County, Ohio",36629,40.6,52048
39033,"Crawford County, Ohio",41861,42.9,52486
39035,"Cuyahoga County, Ohio",1256620,40.4,60074
39037,"Darke County, Ohio",51751,41.7,60237
39039,"Defiance County, Ohio",38300,40.8,69302
39041,"Delaware County, Ohio",216074,39.8,123995
39043,"Erie County, Ohio",75299,44.8,65171
39045,"Fairfield County, Ohio",159371,39.5,82969
39047,"Fayette County, Ohio",28901,41.2,56773
39049,"Franklin County, Ohio",1318149,34.6,71070
39051,"Fulton County, Ohio",42602,41.4,71453
39053,"Gallia County, Ohio",29276,40.2,55533
39055,"Geauga County, Ohio",95455,44.6,97162
39057,"Greene County, Ohio",167567,38.6,81243
39059,"Guernsey County, Ohio",38409,42.6,53901
39061,"Hamilton County, Ohio",827671,36.8,68249
39063,"Hancock County, Ohio",75072,39.4,67006
39065,"Hardin County, Ohio",30622,35.6,55876
39067,"Harrison County, Ohio",14528,46.1,54056
39069,"Henry County, Ohio",27601,41.8,71616
39071,"Highland County, Ohio",43285,40.8,60522
39073,"Hocking County, Ohio",28104,42.6,59007
39075,"Holmes County, Ohio",44273,32.2,72987
39077,"Huron County, Ohio",58518,40.1,64144
39079,"Jackson County, Ohio",32563,40.1,56549
39081,"Jefferson County, Ohio",65280,44.3,53124
39083,"Knox County, Ohio",62657,39.4,71246
39085,"Lake County, Ohio",232236,43.9,76835
39087,"Lawrence County, Ohio",57994,41.9,51846
39089,"Licking County, Ohio",178844,40.2,78505
39091,"Logan County, Ohio",46098,41.8,69125
39093,"Lorain County, Ohio",313101,41.9,67272
39095,"Lucas County, Ohio",430014,38.1,57265
39097,"Madison County, Ohio",43961,41.4,77062
39099,"Mahoning County, Ohio",227979,43.3,54279
39101,"Marion County, Ohio",65366,40.7,55106
39103,"Medina County, Ohio",182347,42.7,89968
39105,"Meigs County, Ohio",22242,43.2,46255
39107,"Mercer County, Ohio",42321,39.4,73278
39109,"Miami County, Ohio",108818,41.1,71440
39111,"Monroe County, Ohio",13401,46.1,55381
39113,"Montgomery County, Ohio",536121,39,61942
39115,"Morgan County, Ohio",13851,44.6,51056
39117,"Morrow County, Ohio",35049,42.7,70412
39119,"Muskingum County, Ohio",86393,40.5,56810
39121,"Noble County, Ohio",14216,51.9,51547
39123,"Ottawa County, Ohio",40367,49.8,69515
39125,"Paulding County, Ohio",18827,41.4,65331
39127,"Perry County, Ohio",35451,41.1,62899
39129,"Pickaway County, Ohio",58809,39.5,67600
39131,"Pike County, Ohio",27151,40.9,50832
39133,"Portage County, Ohio",161217,39.1,69796
39135,"Preble County, Ohio",40929,43,66355
39137,"Putnam County, Ohio",34400,40.3,79453
39139,"Richland County, Ohio",125008,40.9,56557
39141,"Ross County, Ohio",76957,41.3,58048
39143,"Sandusky County, Ohio",58885,42.3,60814
39145,"Scioto County, Ohio",73716,40.6,46360
39147,"Seneca County, Ohio",55062,40.6,62476
39149,"Shelby County, Ohio",48145,40.2,73502
39151,"Stark County, Ohio",374199,41.8,63130
39153,"Summit County, Ohio",539361,41.1,68360
39155,"Trumbull County, Ohio",201749,44,53537
39157,"Tuscarawas County, Ohio",92840,41.1,61953
39159,"Union County, Ohio",63411,38.4,104496
39161,"Van Wert County, Ohio",28833,41.3,64841
39163,"Vinton County, Ohio",12790,43.6,50967
39165,"Warren County, Ohio",243189,39.5,103128
39167,"Washington County, Ohio",59639,44.1,59053
39169,"Wayne County, Ohio",116680,38.8,70320
39171,"Williams County, Ohio",36973,41.5,60632
39173,"Wood County, Ohio",131564,35.4,70537
39175,"Wyandot County, Ohio",21818,42.3,68552
40001,"Adair County, Oklahoma",19726,38.1,44955
40003,"Alfalfa County, Oklahoma",5683,43.6,75028
40005,"Atoka County, Oklahoma",14117,40.6,49181
40007,"Beaver County, Oklahoma",5071,39.9,62981
40009,"Beckham County, Oklahoma",22295,36.3,51499
40011,"Blaine County, Oklahoma",8661,41.3,56843
40013,"Bryan County, Oklahoma",46528,36.8,54289
40015,"Caddo County, Oklahoma",26910,37.4,52443
40017,"Canadian County, Oklahoma",156681,36.2,82364
40019,"Carter County, Oklahoma",48202,38.4,56390
40021,"Cherokee County, Oklahoma",47412,36.5,52410
40023,"Choctaw County, Oklahoma",14285,41.7,43252
40025,"Cimarron County, Oklahoma",2272,45.9,57100
40027,"Cleveland County, Oklahoma",295060,34.8,71757
40029,"Coal County, Oklahoma",5287,40.7,47117
40031,"Comanche County, Oklahoma",121777,33.5,57150
40033,"Cotton County, Oklahoma",5537,42.8,60208
40035,"Craig County, Oklahoma",14144,41.2,48018
40037,"Creek County, Oklahoma",72076,40.4,61657
40039,"Custer County, Oklahoma",28391,32.4,58669
40041,"Delaware County, Oklahoma",40791,46.8,53290
40043,"Dewey County, Oklahoma",4504,38.1,61310
40045,"Ellis County, Oklahoma",3755,43.8,57768
40047,"Garfield County, Oklahoma",62456,35.7,64165
40049,"Garvin County, Oklahoma",25806,38.8,53600
40051,"Grady County, Oklahoma",55314,39.7,74349
40053,"Grant County, Oklahoma",4152,41.1,58980
40055,"Greer County, Oklahoma",5531,41,55204
40057,"Harmon County, Oklahoma",2499,40.7,55729
40059,"Harper County, Oklahoma",3272,39.7,59934
40061,"Haskell County, Oklahoma",11651,41.3,46239
40063,"Hughes County, Oklahoma",13409,39.2,44799
40065,"Jackson County, Oklahoma",24776,34.7,60954
40067,"Jefferson County, Oklahoma",5420,40.9,48346
40069,"Johnston County, Oklahoma",10410,39.5,48476
40071,"Kay County, Oklahoma",43859,38.2,53746
40073,"Kingfisher County, Oklahoma",15290,38.1,65167
40075,"Kiowa County, Oklahoma",8446,41.6,42679
40077,"Latimer County, Oklahoma",9537,40.9,42735
40079,"Le Flore County, Oklahoma",48525,38.8,46750
40081,"Lincoln County, Oklahoma",33734,41,57656
40083,"Logan County, Oklahoma",49919,39.9,80565
40085,"Love County, Oklahoma",10158,39,60758
40087,"McClain County, Oklahoma",42393,38.8,80150
40089,"McCurtain County, Oklahoma",31003,38.2,47046
40091,"McIntosh County, Oklahoma",19159,47.4,43467
40093,"Major County, Oklahoma",7678,42.2,67621
40095,"Marshall County, Oklahoma",15494,42,53734
40097,"Mayes County, Oklahoma",39324,40.3,56552
40099,"Murray County, Oklahoma",13837,41.5,60213
40101,"Muskogee County, Oklahoma",66606,38.1,50289
40103,"Noble County, Oklahoma",10981,41.1,66813
40105,"Nowata County, Oklahoma",9460,42.1,50960
40107,"Okfuskee County, Oklahoma",11349,40.1,45429
40109,"Oklahoma County, Oklahoma",795822,35.1,62505
40111,"Okmulgee County, Oklahoma",36900,39.3,50819
40113,"Osage County, Oklahoma",46004,43.2,58189
40115,"Ottawa County, Oklahoma",30472,37.6,46186
40117,"Pawnee County, Oklahoma",15682,41.5,56279
40119,"Payne County, Oklahoma",82058,27.2,46658
40121,"Pittsburg County, Oklahoma",43758,40.4,53054
40123,"Pontotoc County, Oklahoma",38116,37.3,59457
40125,"Pottawatomie County, Oklahoma",72734,37.7,58270
40127,"Pushmataha County, Oklahoma",10845,44,42274
40129,"Roger Mills County, Oklahoma",3423,42,57574
40131,"Rogers County, Oklahoma",95870,39.3,75312
40133,"Seminole County, Oklahoma",23592,38.9,43239
40135,"Sequoyah County, Oklahoma",39538,40.8,47494
40137,"Stephens County, Oklahoma",43140,40.7,57065
40139,"Texas County, Oklahoma",21144,33.1,55682
40141,"Tillman County, Oklahoma",7013,40.8,46306
40143,"Tulsa County, Oklahoma",668923,36,65229
40145,"Wagoner County, Oklahoma",82269,38.9,75082
40147,"Washington County, Oklahoma",52579,39.7,59426
